date,salinity,precip_in
2023-09-29,18.978947368421053,5.48
2023-09-30,17.650000000000002,0.04
2023-10-01,17.42105263157895,0.0
2023-10-02,16.773684210526316,0.0
2023-10-03,16.864583333333332,0.0
2023-10-04,16.008333333333333,0.0
2023-10-05,15.99375,0.0
2023-10-06,16.01157894736842,0.14
2023-10-07,16.588541666666668,0.35
2023-10-08,13.115789473684211,0.0
2023-10-09,12.042708333333332,0.0
2023-10-10,12.857894736842105,0.02
2023-10-11,14.24375,0.0
2023-10-12,15.477894736842106,0.0
2023-10-13,19.0,0.0
2023-10-14,17.838541666666668,0.81
2023-10-15,18.942708333333332,0.01
2023-10-16,18.71263157894737,0.0
2023-10-17,18.615624999999998,0.0
2023-10-18,18.213541666666668,0.0
2023-10-19,17.871875,0.0
2023-10-20,18.948351648351647,0.84
2023-10-21,18.53578947368421,0.67
2023-10-22,12.434375000000001,0.0
2023-10-23,14.071875,0.0
2023-10-24,17.940625,0.0
2023-10-25,17.471875,0.0
2023-10-26,18.338541666666668,0.0
2023-10-27,20.014736842105265,0.0
2023-10-28,20.528125,0.0
2023-10-29,19.542708333333334,0.47
2023-10-30,20.41578947368421,0.59
2023-10-31,17.151041666666668,0.0
2023-11-01,17.929166666666667,0.01
